month,label,views,watch_time_hours,avg_view_duration,subscribers_gained,subscribers_lost,net_subs,likes,comments,shares,impressions,ctr,videos_published,videos_published_shorts,videos_published_long,data_source,total_subscribers,total_views,total_videos,avg_view_percent
2024-01,Jan'24,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,analytics,129,9166,9,0.0
2024-02,Feb'24,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,analytics,129,9166,9,0.0
2024-03,Mar'24,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,analytics,129,9166,9,0.0
2024-04,Apr'24,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,analytics,129,9166,9,0.0
2024-05,May'24,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,analytics,129,9166,9,0.0
2024-06,Jun'24,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,analytics,129,9166,9,0.0
2024-07,Jul'24,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,analytics,129,9166,9,0.0
2024-08,Aug'24,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,analytics,129,9166,9,0.0
2024-09,Sep'24,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,analytics,129,9166,9,0.0
2024-10,Oct'24,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,analytics,129,9166,9,0.0
2024-11,Nov'24,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,analytics,129,9166,9,0.0
2024-12,Dec'24,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,analytics,129,9166,9,0.0
2025-01,Jan'25,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,analytics,129,9166,9,0.0
2025-02,Feb'25,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,analytics,129,9166,9,0.0
2025-03,Mar'25,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,analytics,129,9166,9,0.0
2025-04,Apr'25,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,analytics,129,9166,9,0.0
2025-05,May'25,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,analytics,129,9166,9,0.0
2025-06,Jun'25,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,analytics,129,9166,9,0.0
2025-07,Jul'25,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,analytics,129,9166,9,0.0
2025-08,Aug'25,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,analytics,129,9166,9,0.0
2025-09,Sep'25,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,analytics,129,9166,9,0.0
2025-10,Oct'25,4337,30.9,46.0,25,0,25,130,8,5,0,0,4,0,4,analytics,129,9166,9,39.28
2025-11,Nov'25,3291,25.7,47.0,39,5,34,121,4,10,0,0,6,3,3,analytics,129,9166,9,37.05
2025-12,Dec'25,335,2.1,31.0,10,2,8,5,0,2,0,0,0,0,0,analytics,129,9166,9,27.1
2026-01,Jan'26,310,1.6,27.0,14,2,12,8,1,3,0,0,0,0,0,analytics,129,9166,9,23.03
2026-02,Feb'26,166,0.8,23.0,2,0,2,2,0,0,0,0,0,0,0,analytics,129,9166,9,19.93
2026-03,Mar'26,224,0.9,21.0,5,3,2,-6,0,4,0,0,0,0,0,analytics,129,9166,9,20.52
2026-04,Apr'26,247,0.9,23.0,19,3,16,6,0,3,0,0,0,0,0,analytics,129,9166,9,21.11
2026-05,May'26,134,0.5,18.0,15,1,14,0,0,0,0,0,0,0,0,analytics,129,9166,9,16.94
2026-06,Jun'26,174,0.9,24.0,17,3,14,2,0,0,0,0,0,0,0,analytics,129,9166,9,21.9
2026-07,Jul'26,9,0.0,10.0,2,0,2,0,0,0,0,0,0,0,0,analytics,129,9166,9,7.53
